Fecha,Bolivia_INI,Irán_INI,Republica Dominicana_INI,Holanda_INI,Pakistan_INI,Iraq_INI,Kuwait_INI,Ucrania_INI,Francia_INI,México_INI,Polonia_INI,Oman_INI,South Africa_INI,Chile_INI,Emiratos Arabes Unidos_INI,China_INI,Kazakhstan_INI,Egipto_INI,Saudi Arabia_INI,Ecuador_INI,Filipinas_INI,Perú_INI,Suecia_INI,Indonesia_INI,Estados Unidos_INI,Honduras_INI,India_INI,Qatar_INI,Guatemala_INI,Bielorrusia_INI,Panama_INI,Nepal_INI,Canada_INI,Rumania_INI,Japón_INI,Colombia_INI,Reino Unido_INI,Morocco_INI,Israel_INI,Argentina_INI,Alemania_INI,Chequia_INI,Italia_INI,Costa Rica_INI,Bangladesh_INI,Rusia_INI,Turquía_INI,Bélgica_INI,España_INI,Brasil_INI,Irán Diario,Francia Diario,México Diario,Chile Diario,China Diario,Perú Diario,Estados Unidos Diario,India Diario,Reino Unido Diario,Alemania Diario,Italia Diario,Rusia Diario,Turquía Diario,España Diario,Brasil Diario,Pakistán Diario,Arabia Saudita Diario,Sudáfrica Diario,Bangladesh Diario,Bolivia Diario,Republica Dominicana Diario,Holanda Diario,Iraq Diario,Kuwait Diario,Ucrania Diario,Polonia Diario,Oman Diario,Emiratos Arabes Unidos Diario,Kazakhstan Diario,Egipto Diario,Ecuador Diario,Filipinas Diario,Suecia Diario,Indonesia Diario,Honduras Diario,Qatar Diario,Guatemala Diario,Bielorrusia Diario,Panama Diario,Nepal Diario,Canada Diario,Rumania Diario,Japón Diario,Colombia Diario,Morocco Diario,Israel Diario,Argentina Diario,Chequia Diario,Costa Rica Diario,Bélgica Diario,Irán,Francia,México,Chile,China,Perú,Estados Unidos,India,Reino Unido,Alemania,Italia,Rusia,Turquía,España,Brasil,Pakistán,Arabia Saudita,Sudáfrica,Bangladesh,Bolivia,Republica Dominicana,Holanda,Iraq,Kuwait,Ucrania,Polonia,Oman,Emiratos Arabes Unidos,Kazakhstan,Egipto,Ecuador,Filipinas,Suecia,Indonesia,Honduras,Qatar,Guatemala,Bielorrusia,Panama,Nepal,Canada,Rumania,Japón,Colombia,Morocco,Israel,Argentina,Chequia,Costa Rica,Bélgica
20200922,131453,429193,109269,102844,307418,327580,100683,185890,507150,705263,80699,94711,663282,448523,86447,90399,107450,102254,330798,127643,291789,768895,89436,252923,6901781,72306,5646010,123917,86623,76104,107284,66632,148855,114648,79773,777537,406058,105346,193374,652174,277412,53158,300897,66689,352178,1111157,306302,105226,682267,4591364,3712,10299,4683,1055,18,0,38965,83347,4936,1852,1391,6109,1692,10799,33324,532,552,1346,1557,467,486,2353,4724,719,2990,711,660,852,76,113,932,1599,1199,4071,231,313,942,206,474,1356,1272,1059,311,7102,2227,2445,12027,2394,1087,1834,2720,9531,4457,1642,22,5523,40715,91134,3652,1604,1482,5629,1645,10554,30664,554,612,1632,1638,653,653,1647,4143,674,2998,655,509,811,68,145,1206,3557,266,3778,506,238,564,207,634,1321,936,1258,504,7572,2116,3986,10867,1663,1199,1149
20200923,131990,432798,109737,105304,308217,332635,101299,189488,508456,710049,81673,95339,665188,449903,87530,90409,107529,102375,331359,129892,294591,776546,89756,257388,6940214,72675,5732518,124175,87442,76357,107990,67804,149939,116415,80009,784268,412245,107743,204690,664799,279025,55464,302537,68059,353844,1117487,308069,106887,693556,4591364,3605,1306,4786,1380,10,7651,38433,86508,6187,1613,1640,6330,1767,11289,0,799,561,1906,1666,537,468,2460,5055,616,3598,974,628,1083,79,121,2249,2802,320,4465,369,258,819,253,706,1172,1084,1767,236,6731,2397,11316,12625,2306,1370,1661,2812,8940,4481,1634,22,5740,41064,90475,3902,1614,1497,5712,1652,10727,28105,585,596,1626,1626,618,629,1730,4201,658,3070,695,529,825,68,141,1266,3532,277,3860,506,238,559,211,639,1328,986,1294,482,6958,2133,4542,10893,1745,1203,1228
20200924,132618,436319,110122,107899,309015,337106,101851,192966,536289,715457,82809,95907,667049,451634,88532,90424,107590,102513,331857,131146,296755,782695,90289,262022,6984346,73193,5818570,124425,87933,76651,108726,69301,151087,118054,80490,790823,418889,110099,212115,678266,281346,58374,304323,69459,355384,1123976,309790,108768,704209,4657702,3521,27833,5408,1731,15,6149,44132,86052,6644,2321,1786,6489,1721,10653,66338,798,498,1861,1540,628,385,2595,4471,552,3478,1136,568,1002,61,138,1254,2164,533,4634,518,250,491,294,736,1497,1148,1639,481,6555,2356,7425,13467,2910,1400,1881,2917,10289,4507,1640,21,5709,41619,89725,4168,1657,1510,5796,1667,10719,29947,617,581,1615,1601,601,600,1849,4192,645,3130,740,541,830,66,140,1281,3415,293,3916,528,241,545,219,644,1345,1009,1312,470,6869,2167,4756,11005,1854,1208,1300
20200925,133222,439882,110597,110758,309581,341699,102441,196631,552421,720858,84396,95907,668529,453868,89540,90441,107659,102625,332329,132475,299361,794584,90923,266845,7034931,73840,5903932,124650,88878,76957,109431,70614,152717,119683,81054,798317,425767,112522,217899,691235,283712,61318,306235,70816,356767,1131088,311455,110976,716481,4689613,3563,16132,5401,2234,17,11889,50585,85362,6878,2366,1912,7112,1665,12272,31911,566,472,1480,1383,604,475,2859,4593,590,3665,1587,0,1008,69,112,1329,2606,634,4823,647,225,945,306,705,1313,1630,1629,564,7494,2423,5784,12969,2944,1357,2208,3006,10752,4469,1667,21,6037,41837,88853,4406,1713,1531,5917,1666,10725,29104,616,566,1581,1572,575,598,1956,4216,640,3161,811,541,836,66,137,1267,3314,316,3993,557,240,562,227,650,1335,1074,1329,464,6874,2166,4953,11109,1961,1203,1389
20200926,133592,443086,110957,113518,310275,345969,103199,200566,552454,726431,85980,95907,669498,455979,90618,90456,107723,102736,332790,133981,301256,794584,90923,271339,7079803,74548,5992532,124850,89702,77289,110108,71821,153770,121235,81703,806038,431817,115241,227100,702484,285026,63294,308104,72049,357873,1138509,312966,112803,716481,4717991,3204,33,5573,2111,15,0,44872,88600,6050,1314,1869,7421,1511,0,28378,694,461,969,1106,370,360,2760,4270,758,3935,1584,0,1078,64,111,1506,1895,0,4494,708,200,824,332,677,1207,1053,1552,649,7721,2719,9201,11249,1976,1233,1827,3082,10689,4461,1665,21,5565,42105,88441,4588,1729,1558,6060,1667,10725,28736,628,553,1520,1559,544,562,2058,4228,642,3215,881,541,841,66,134,1252,3100,316,4042,529,238,575,237,648,1336,1115,1346,464,6934,2200,5313,11143,1992,1185,1452
20200927,133901,446448,111386,116559,310841,349450,103544,203799,552473,730317,87330,97450,670766,457901,91469,90483,107775,102840,333193,134747,304226,800142,90923,275213,7116225,74548,6074702,125084,90092,77609,110555,73394,155428,122673,82186,813056,437517,117685,231026,711325,286339,64597,309870,72049,359148,1146273,314433,114179,716481,4732309,3362,19,3886,1922,27,5558,36422,82170,5700,1313,1766,7764,1467,0,14318,566,403,1268,1275,309,429,3041,3481,345,3233,1350,1543,851,52,104,766,2970,0,3874,0,234,390,320,447,1573,1658,1438,483,7018,2444,3926,8841,1303,0,1376,3173,10684,4424,1654,20,5522,42234,87734,4756,1757,1580,6232,1662,10725,28704,630,539,1498,1545,508,552,2192,4224,627,3263,941,550,856,66,131,1154,3072,316,4059,483,239,585,245,629,1374,1199,1370,467,6910,2214,5387,11128,2029,1185,1480
20200928,134223,449960,111666,119509,311516,353566,103981,206579,577980,733717,88636,98057,671669,459671,92095,90505,107833,102955,333648,134965,307288,805302,90923,278722,7149537,75537,6145291,125311,90263,77946,111277,74745,157219,123944,82484,818203,441573,119107,233265,723132,288631,65883,311364,73714,360555,1154299,315845,115353,748266,4745464,3512,25507,3400,1770,22,5160,33312,70589,4056,2292,1494,8026,1412,31785,13155,675,455,903,1407,322,280,2950,4116,437,2780,1306,607,626,58,115,218,3062,0,3509,989,227,171,337,722,1351,1791,1271,298,5147,1422,2239,11807,1286,1665,1174,3237,10865,4429,1660,20,5406,42188,86790,4858,1815,1615,6419,1641,11038,28561,649,528,1494,1516,472,540,2308,4221,608,3279,1008,560,845,65,127,1147,2957,316,4086,494,238,578,256,648,1387,1223,1411,469,6879,2207,5207,11263,2047,1168,1503
20200929,134641,453637,111900,122620,312263,358290,104568,210309,590021,738163,89962,98585,672572,461300,93090,90528,107908,103079,334187,135749,309303,808714,92466,282724,7191637,76098,6225763,125533,90968,78260,111853,76258,158991,125414,83022,824042,448729,121183,236926,736609,290471,67843,313011,74604,362043,1162428,317272,117115,748266,4777522,3677,12041,4446,1629,23,3412,42100,80472,7156,1840,1647,8129,1427,0,32058,747,539,903,1488,418,234,3111,4724,587,3730,1326,528,995,75,124,784,2015,1543,4002,561,222,705,314,576,1513,1772,1470,538,5839,2076,3661,13477,1960,890,1762,3306,11151,4405,1666,21,5347,42396,86100,5147,1818,1644,6611,1618,10364,28233,655,518,1504,1499,454,507,2425,4256,591,3331,1059,566,868,66,124,1157,2850,366,4121,534,237,592,265,644,1391,1292,1437,470,6818,2204,5180,11377,2068,1176,1594
20200930,135311,457219,112209,125988,312806,362981,105182,214446,604031,743216,91514,98585,674339,462991,94190,90545,107979,103198,334605,137047,311694,811768,92863,287008,7233042,76900,6312584,125760,91746,78631,112595,77817,161107,127572,83591,829679,455846,123653,245494,751001,292913,70763,314861,75760,363479,1170799,318663,118452,769188,4810935,3582,14010,5053,1691,17,3054,41405,86821,7117,2442,1850,8371,1391,20922,33413,543,418,1767,1436,670,309,3368,4691,614,4137,1552,0,1100,71,119,1298,2391,397,4284,802,227,778,371,742,1559,2116,2158,569,5637,2470,8568,14392,2920,1156,1337,3349,11440,4449,1693,21,5268,42600,85309,5369,1860,1673,6808,1591,11059,27989,655,504,1493,1486,460,478,2540,4280,585,3411,1127,528,886,66,121,1109,2769,378,4144,517,237,630,276,652,1392,1375,1469,471,6664,2260,5359,11571,2124,1160,1607
20201001,135716,461044,112728,129283,313431,367474,105676,218625,616986,748315,93481,98585,676084,464750,95348,90567,108044,103317,335097,138584,314079,814829,93615,291182,7277791,77598,6394068,125959,92409,79019,113342,79728,162930,129658,84244,835339,462775,126044,253490,765002,295539,74255,317409,76828,364987,1179634,320070,121059,778607,4847092,3825,12955,5099,1759,22,3061,44749,81484,6929,2626,2548,8835,1407,9419,36157,625,492,1745,1508,405,519,3295,4493,494,4179,1967,0,1158,65,119,1537,2385,752,4174,698,199,663,388,747,1911,1823,2086,653,5660,2391,7996,14001,3492,1068,2607,3421,11623,4586,1686,20,5031,42601,84242,5621,1892,1742,7034,1574,10925,27979,646,497,1465,1480,450,471,2644,4292,561,3447,1208,488,913,65,120,1166,2699,409,4182,534,233,625,288,657,1440,1432,1498,483,6528,2253,5588,11664,2150,1144,1649
20201002,136219,464596,113350,133166,313984,372259,106087,223376,629431,753090,95773,98585,677833,466590,96529,90584,108106,103466,335578,139534,316678,818297,94283,295499,7332297,78269,6473544,126164,93090,79421,113962,82450,165054,132001,84768,841532,469769,128565,258920,779689,298374,78051,319908,77829,366383,1188928,321512,124234,789932,4847092,3552,12445,4775,1840,17,3468,54506,79476,6994,2835,2499,9294,1442,11325,0,553,481,1749,1396,503,622,3883,4785,411,4751,2292,0,1181,62,149,950,2599,668,4317,671,205,681,402,620,2722,2124,2343,524,6193,2521,5430,14687,3796,1001,3175,3457,11572,4581,1697,20,4871,43015,83252,5811,1938,1784,7284,1550,10707,25136,640,490,1443,1470,441,473,2773,4326,540,3548,1318,488,935,65,121,1100,2654,432,4213,547,232,625,299,649,1490,1500,1556,479,6504,2236,5704,11859,2271,1104,1756
20201003,136569,468119,113926,137194,314616,375931,106458,228161,629509,757953,98140,98585,679716,468471,97760,90604,108177,103575,335997,140351,319330,821564,94283,299506,7382341,78788,6549373,126339,93748,79852,114653,84570,166360,134065,85345,848147,482654,131228,264443,790818,300027,80605,322751,79182,367565,1198663,323014,127623,789932,4906833,3523,78,4863,1881,20,3267,50044,75829,12885,1653,2843,9735,1502,0,59741,632,419,1883,1182,350,576,4028,3672,371,4785,2367,0,1231,71,109,817,2652,0,4007,519,175,658,431,691,2120,1306,2064,577,6615,2663,5523,11129,2554,1353,3389,3505,11564,4559,1700,19,4654,43443,82054,6415,1935,1870,7553,1548,10707,27042,639,480,1433,1442,436,445,2924,4310,529,3651,1415,488,966,65,120,1052,2562,432,4201,546,228,614,314,647,1555,1554,1608,477,6411,2244,5774,11992,2307,1105,1920
20201004,136868,471772,114480,141226,314616,379141,107025,232424,629509,761665,100074,101270,681289,470179,98801,90629,108236,103683,336387,141034,322497,821564,94283,303498,7417845,79629,6623815,126498,93963,79852,115286,86823,168501,135900,85746,855052,505619,133272,266775,798486,301573,82446,325329,79182,368690,1209039,324443,130235,789932,4915289,3653,0,3712,1708,25,0,35504,74442,22965,1546,2578,10376,1429,0,8456,0,390,1573,1125,299,554,4032,3210,567,4263,1934,2685,1041,59,108,683,3167,0,3992,841,159,215,0,633,2253,2141,1835,401,6905,2044,2332,7668,1841,0,2612,3545,11564,4572,1708,19,4193,43392,81160,7777,1972,1941,7863,1541,10707,26476,594,474,1434,1412,442,442,3072,4293,542,3736,1488,557,992,66,119,1044,2554,432,4202,572,223,609,298,649,1622,1625,1651,472,6427,2252,5634,11937,2368,1105,1996
20201005,137107,475674,115054,141258,315727,382949,107592,236329,664289,789780,102080,101814,682215,471746,99733,90652,108296,103781,336766,141339,324762,828169,94283,307120,7457402,80020,6685082,126692,94182,80696,115919,89263,171384,137491,86027,862158,518222,134695,272309,809728,304673,85566,327586,81129,370132,1219796,326046,132203,813412,4927235,3902,34780,28115,1567,23,6605,39557,61267,12603,3100,2257,10757,1603,23480,11946,1111,379,926,1442,239,574,32,3808,567,3905,2006,544,932,60,98,305,2265,0,3622,391,194,219,844,633,2440,2883,1591,281,7106,1423,5534,11242,3120,1947,1968,3585,11960,6371,1734,19,4234,42470,80173,8364,2080,2006,8196,1531,10139,26371,632,466,1449,1394,437,448,2912,4292,545,3816,1578,555,1010,66,117,1045,2469,432,4162,568,221,607,343,651,1713,1700,1707,469,6552,2255,5813,12113,2486,1109,2058
20201006,137468,479825,115371,150413,316351,387121,108268,240811,675736,794608,104316,102648,683242,473306,100794,90667,108362,103902,337243,142056,326833,829999,96145,311176,7499341,80662,6757131,126943,94870,81090,116602,90814,173756,139612,86540,869808,532779,137248,277026,824468,307127,90022,330263,82142,371631,1231277,327557,134291,825410,4969141,4151,11447,4828,1560,15,1830,41939,72049,14557,2454,2677,11481,1511,11998,41906,624,477,1027,1499,361,317,9155,4172,676,4482,2236,834,1061,66,121,717,2071,1862,4056,642,251,688,394,683,1551,2372,2121,513,7650,2553,4717,14740,4456,1013,2088,3617,12042,6382,1770,19,4365,42683,79366,9052,2123,2098,8580,1518,10225,26984,638,460,1426,1390,430,436,3398,4253,542,3923,1687,567,1025,65,118,1030,2503,479,4161,597,216,589,356,666,1727,1779,1783,483,6591,2279,5975,12307,2633,1104,2076
20201007,137706,483844,116148,155465,316934,391044,108743,245698,693603,799188,107319,103465,685155,474440,101840,90687,108454,104035,337711,143531,329637,832929,96677,315714,7549682,81016,6835655,127181,95704,81505,117300,94253,175380,142570,87039,877684,546952,140024,281481,840915,311137,95360,333940,83497,373151,1242258,329138,137868,835901,5000694,4019,17867,4580,1134,20,2930,50341,78524,14173,4010,3677,10981,1581,10491,31553,583,468,1913,1520,238,777,5052,3923,475,4887,3003,817,1046,92,133,1475,2804,532,4538,354,238,834,415,698,3439,1624,2958,499,7876,2776,4455,16447,5338,1355,3577,3646,13225,6367,1753,20,4027,43533,78796,9622,2294,2243,8912,1505,10168,29238,623,454,1426,1379,408,458,3583,4172,532,4015,1832,580,1022,66,119,974,2503,494,4166,596,215,590,368,665,1889,1817,1868,502,6673,2306,5485,12580,2850,1103,2213
20201008,137969,488236,116872,161332,317595,394566,109441,251243,711704,804488,111599,104129,686891,476016,102929,90728,108561,104156,338132,145045,331869,835662,97532,320564,7605873,81672,6906151,127394,96480,81982,118054,98617,177730,145700,87679,886179,564502,142953,285336,856369,315941,100757,338398,84828,374592,1253603,330753,143596,848324,5028444,4392,18101,5300,1576,41,2733,56191,70496,17550,4804,4458,11345,1615,12423,27750,661,421,1736,1441,263,724,5867,3522,698,5545,4280,664,1089,107,121,1514,2232,855,4850,656,213,776,477,754,4364,2350,3130,640,8495,2929,3855,15454,5397,1331,5728,3708,12530,6359,1742,22,3783,44395,77684,10401,2471,2434,9259,1497,10294,26482,613,448,1417,1372,382,482,3817,4104,542,4163,2056,587,1028,69,117,993,2508,517,4182,606,212,611,381,666,2094,1903,1975,514,6811,2347,5230,12722,3027,1098,2488
20201009,138226,492378,117457,167348,318266,397780,110076,257204,732434,810020,116338,104129,688352,477769,104004,90751,108663,104262,338539,145848,334770,838614,98451,324658,7663293,82552,6979423,127600,96935,82471,118841,100676,180625,148886,88267,894300,578390,146398,287858,871468,320495,109374,343770,86053,375870,1265572,332382,148981,861112,5055888,4142,20730,5532,1753,23,2952,57420,73272,13888,4554,5372,11969,1629,12788,27444,671,407,1461,1278,257,585,6016,3214,635,5961,4739,0,1075,102,106,803,2901,919,4094,880,206,455,489,787,2059,2895,3186,588,8121,3445,2522,15099,8617,1225,5385,3750,12858,6369,1707,22,3145,44883,76821,10902,2627,2681,9606,1495,10331,26163,620,444,1416,1365,357,490,4042,4006,545,4327,2282,587,1033,72,117,955,2529,538,4130,622,211,576,394,672,2147,1993,2086,515,6856,2420,4997,12874,3433,1088,2715
20201010,138463,496253,118014,173894,318932,400124,110568,263105,732434,814328,121638,104129,690896,479595,105133,90778,108757,104387,338944,146828,336926,846088,98451,328952,7717932,83146,6979423,127778,97544,82471,119666,105684,182767,152403,88962,902747,593565,149841,289875,883882,323463,114005,349494,87439,377073,1278245,334031,156931,861112,5055888,3875,0,4308,1826,27,7474,54639,0,15175,2968,5724,12673,1649,0,0,666,405,2544,1203,237,557,6546,2344,492,5901,5300,0,1129,94,125,980,2156,0,4294,594,178,609,0,825,5008,2142,3517,695,8447,3443,2017,12414,4631,1386,7950,3798,12856,6278,1687,23,3679,45581,70492,11553,2746,2956,9981,1505,10331,24136,618,440,1528,1371,348,504,4313,3868,526,4467,2547,587,1037,74,118,918,2548,538,4115,614,209,560,370,683,2419,2071,2226,519,6908,2471,4484,12957,3622,1099,3152
