COUNT,SECTOR,SEXO,TIPO_PACIENTE,FECHA_DEF,NEUMONIA,EDAD,DIABETES,HIPERTENSION,OBESIDAD,TABAQUISMO,RESULTADO,ESTADO,ALGUNA COMORBILIDAD
1,,,H,1,,E,,S,,,1,K,S
1,,,H,1,,E,,S,,,1,P,S
1,,,H,1,,E,,S,,,1,U,S
1,,,H,1,,E,,S,,,1,e,S
1,,,H,1,,E,,S,,,1,h,S
1,,,H,1,,E,,S,S,,1,J,S
1,,,H,1,,E,D,D,,D,1,h,
1,,,H,1,,E,S,,,,1,H,S
1,,,H,1,,E,S,,,,1,V,S
1,,,H,1,,E,S,,,,1,b,S
1,,,H,1,,E,S,,,S,1,Y,S
1,,,H,1,,E,S,,S,,1,O,S
1,,,H,1,,E,S,S,,,1,A,S
1,,,H,1,,E,S,S,,,1,B,S
1,,,H,1,,E,S,S,,,1,K,S
1,,,H,1,,E,S,S,,,1,Q,S
1,,,H,1,,E,S,S,,,1,U,S
2,,,H,1,,E,S,S,,,1,Y,S
1,,,H,1,,E,S,S,,,1,a,S
2,,,H,1,,E,S,S,,,1,h,S
1,,,H,1,,E,S,S,S,,1,U,S
1,,,H,1,,F,,,,,1,A,
3,,,H,1,,F,,,,,1,B,S
4,,,H,1,,F,,,,,1,H,
2,,,H,1,,F,,,,,1,H,S
1,,,H,1,,F,,,,,1,P,S
1,,,H,1,,F,,,,,1,Q,
1,,,H,1,,F,,,,,1,S,
1,,,H,1,,F,,,,,1,U,
1,,,H,1,,F,,,,,1,U,S
2,,,H,1,,F,,,,,1,V,
1,,,H,1,,F,,,,,1,Y,
1,,,H,1,,F,,,,,1,a,
1,,,H,1,,F,,,,,1,e,
4,,,H,1,,F,,,,,1,h,
1,,,H,1,,F,,,,S,1,H,S
1,,,H,1,,F,,,S,,1,H,S
1,,,H,1,,F,,S,,,1,I,S
1,,,H,1,,F,,S,,,1,T,S
1,,,H,1,,F,,S,,,1,U,S
1,,,H,1,,F,,S,,,1,Y,S
1,,,H,1,,F,S,,,,1,B,S
1,,,H,1,,F,S,,,,1,S,S
1,,,H,1,,F,S,,,,1,Z,S
2,,,H,1,,F,S,S,,,1,H,S
2,,,H,1,,F,S,S,,,1,K,S
2,,,H,1,,F,S,S,,,1,M,S
1,,,H,1,,F,S,S,,,1,R,S
1,,,H,1,,F,S,S,,,1,U,S
1,,,H,1,,F,S,S,,,1,b,S
2,,,H,1,,F,S,S,,,1,e,S
1,,,H,1,,F,S,S,,,1,h,S
1,,,H,1,,F,S,S,S,,1,J,S
1,,,H,1,,F,S,S,S,S,1,e,S
1,,,H,1,,G,,,,,1,A,
1,,,H,1,,G,,,,,1,B,
1,,,H,1,,G,,,,,1,F,
2,,,H,1,,G,,,,,1,H,
2,,,H,1,,G,,,,,1,I,S
1,,,H,1,,G,,,,,1,J,
1,,,H,1,,G,,,,,1,K,
2,,,H,1,,G,,,,,1,U,
1,,,H,1,,G,,,,,1,V,
2,,,H,1,,G,,,,,1,Y,
1,,,H,1,,G,,,,,1,b,
1,,,H,1,,G,,,,,1,e,
1,,,H,1,,G,,,,,1,h,
3,,,H,1,,G,,,,,1,h,S
1,,,H,1,,G,,,,S,1,Z,S
1,,,H,1,,G,,,S,,1,V,S
1,,,H,1,,G,,S,S,,1,J,S
1,,,H,1,,G,,S,S,S,1,f,S
1,,,H,1,,G,S,,,,1,H,S
1,,,H,1,,G,S,,,,1,S,S
2,,,H,1,,G,S,,,,1,h,S
1,,,H,1,,G,S,S,,,1,E,S
2,,,H,1,,G,S,S,,,1,S,S
1,,,H,1,,G,S,S,,,1,T,S
2,,,H,1,,G,S,S,,,1,Y,S
2,,,H,1,,G,S,S,,,1,e,S
1,,,H,1,,G,S,S,,,1,h,S
1,,,H,1,,H,,,,,1,A,
1,,,H,1,,H,,,,,1,B,
2,,,H,1,,H,,,,,1,H,
1,,,H,1,,H,,,,,1,K,
1,,,H,1,,H,,,,,1,S,
2,,,H,1,,H,,,,,1,U,
1,,,H,1,,H,,,,,1,U,S
2,,,H,1,,H,,,,,1,Y,
1,,,H,1,,H,,,,,1,Z,S
1,,,H,1,,H,,,S,,1,S,S
1,,,H,1,,H,,S,,,1,F,S
1,,,H,1,,H,,S,,,1,J,S
1,,,H,1,,H,,S,,,1,Y,S
1,,,H,1,,H,,S,,,1,e,S
1,,,H,1,,H,,S,,,1,h,S
2,,,H,1,,H,,S,S,,1,Z,S
1,,,H,1,,H,,S,S,,1,h,S
1,,,H,1,,H,S,,,,1,H,S
1,,,H,1,,H,S,,,,1,K,S
1,,,H,1,,H,S,,,,1,S,S
1,,,H,1,,H,S,,,,1,U,S
1,,,H,1,,H,S,,S,,1,V,S
1,,,H,1,,H,S,S,,,1,B,S
1,,,H,1,,H,S,S,,,1,F,S
1,,,H,1,,H,S,S,,,1,H,S
2,,,H,1,,H,S,S,,,1,K,S
1,,,H,1,,H,S,S,,,1,T,S
1,,,H,1,,H,S,S,,,1,U,S
1,,,H,1,,H,S,S,,,1,V,S
1,,,H,1,,H,S,S,,,1,Y,S
1,,,H,1,,H,S,S,,,1,e,S
1,,,H,1,,H,S,S,,,1,h,S
1,,,H,1,,H,S,S,S,,1,T,S
1,,,H,1,,H,S,S,S,,1,U,S
1,,,H,1,,H,S,S,S,,1,a,S
1,,,H,1,,H,S,S,S,,1,b,S
1,,,H,1,,H,S,S,S,,1,h,S
1,,,H,1,,I,,,,,1,A,
5,,,H,1,,I,,,,,1,H,
1,,,H,1,,I,,,,,1,Q,
1,,,H,1,,I,,,,,1,R,
1,,,H,1,,I,,,,,1,T,S
2,,,H,1,,I,,,,,1,U,
3,,,H,1,,I,,,,,1,V,
1,,,H,1,,I,,,,,1,Y,
1,,,H,1,,I,,,,,1,e,
1,,,H,1,,I,,,,,1,h,
1,,,H,1,,I,,,,,1,h,S
1,,,H,1,,I,,,S,,1,I,S
1,,,H,1,,I,,,S,,1,V,S
2,,,H,1,,I,,S,,,1,B,S
2,,,H,1,,I,,S,,,1,S,S
1,,,H,1,,I,,S,,,1,T,S
2,,,H,1,,I,,S,,,1,U,S
1,,,H,1,,I,,S,,,1,h,S
1,,,H,1,,I,,S,S,,1,I,S
1,,,H,1,,I,,S,S,,1,V,S
1,,,H,1,,I,S,,,,1,H,S
2,,,H,1,,I,S,,,,1,Y,S
1,,,H,1,,I,S,,,,1,Z,S
1,,,H,1,,I,S,,,,1,e,S
1,,,H,1,,I,S,,,S,1,O,S
1,,,H,1,,I,S,,S,,1,U,S
1,,,H,1,,I,S,,S,,1,V,S
1,,,H,1,,I,S,S,,,1,G,S
1,,,H,1,,I,S,S,,,1,S,S
1,,,H,1,,I,S,S,,,1,U,S
2,,,H,1,,I,S,S,,,1,Y,S
1,,,H,1,,I,S,S,,,1,e,S
2,,,H,1,,I,S,S,,,1,h,S
1,,,H,1,,I,S,S,,S,1,V,S
1,,,H,1,,I,S,S,S,,1,E,S
1,,,H,1,,I,S,S,S,,1,I,S
2,,,H,1,,I,S,S,S,,1,Q,S
1,,,H,1,,I,S,S,S,,1,V,S
2,,,H,1,,J,,,,,1,A,
1,,,H,1,,J,,,,,1,H,
1,,,H,1,,J,,,,,1,Q,
1,,,H,1,,J,,,,,1,R,
3,,,H,1,,J,,,,,1,S,
3,,,H,1,,J,,,,,1,U,
1,,,H,1,,J,,,,,1,V,
1,,,H,1,,J,,,,,1,V,S
1,,,H,1,,J,,,,,1,X,
1,,,H,1,,J,,,,,1,d,S
1,,,H,1,,J,,,,,1,e,
1,,,H,1,,J,,,,,1,h,
1,,,H,1,,J,,,,S,1,e,S
1,,,H,1,,J,,,S,,1,F,S
1,,,H,1,,J,,S,,,1,B,S
1,,,H,1,,J,,S,,,1,H,S
2,,,H,1,,J,,S,,,1,V,S
1,,,H,1,,J,,S,,,1,Y,S
1,,,H,1,,J,,S,,,1,e,S
1,,,H,1,,J,S,,,,1,H,S
1,,,H,1,,J,S,,,,1,J,S
1,,,H,1,,J,S,,,,1,U,S
1,,,H,1,,J,S,,,,1,Y,S
1,,,H,1,,J,S,,,S,1,c,S
2,,,H,1,,J,S,S,,,1,H,S
1,,,H,1,,J,S,S,,,1,J,S
1,,,H,1,,J,S,S,,,1,K,S
1,,,H,1,,J,S,S,,,1,O,S
1,,,H,1,,J,S,S,,,1,Q,S
1,,,H,1,,J,S,S,,,1,R,S
2,,,H,1,,J,S,S,,,1,S,S
3,,,H,1,,J,S,S,,,1,h,S
1,,,H,1,,J,S,S,S,,1,B,S
2,,,H,1,,J,S,S,S,,1,N,S
1,,,H,1,,J,S,S,S,,1,O,S
1,,,H,1,,J,S,S,S,,1,S,S
1,,,H,1,,J,S,S,S,,1,V,S
1,,,H,1,,J,S,S,S,,1,d,S
2,,,H,1,,K,,,,,1,B,
1,,,H,1,,K,,,,,1,H,
2,,,H,1,,K,,,,,1,S,
3,,,H,1,,K,,,,,1,U,
1,,,H,1,,K,,,,,1,V,S
1,,,H,1,,K,,,,,1,Y,
2,,,H,1,,K,,,,,1,Y,S
3,,,H,1,,K,,,,,1,Z,
1,,,H,1,,K,,,,,1,b,
2,,,H,1,,K,,,,,1,h,
1,,,H,1,,K,,,,,1,h,S
1,,,H,1,,K,,,S,,1,B,S
1,,,H,1,,K,,,S,,1,C,S
1,,,H,1,,K,,,S,,1,Q,S
1,,,H,1,,K,,,S,,1,V,S
1,,,H,1,,K,,S,,,1,B,S
1,,,H,1,,K,,S,,,1,J,S
1,,,H,1,,K,,S,,,1,S,S
2,,,H,1,,K,,S,,,1,U,S
1,,,H,1,,K,,S,,,1,h,S
1,,,H,1,,K,,S,S,,1,M,S
1,,,H,1,,K,,S,S,,1,d,S
1,,,H,1,,K,D,,,D,1,G,
2,,,H,1,,K,S,,,,1,H,S
1,,,H,1,,K,S,,,,1,K,S
2,,,H,1,,K,S,,,,1,U,S
1,,,H,1,,K,S,,,,1,h,S
1,,,H,1,,K,S,S,,,1,E,S
1,,,H,1,,K,S,S,,,1,H,S
1,,,H,1,,K,S,S,,,1,I,S
1,,,H,1,,K,S,S,,,1,L,S
2,,,H,1,,K,S,S,,,1,N,S
1,,,H,1,,K,S,S,,,1,Q,S
2,,,H,1,,K,S,S,,,1,S,S
1,,,H,1,,K,S,S,,,1,V,S
1,,,H,1,,K,S,S,,,1,c,S
1,,,H,1,,K,S,S,,,1,d,S
2,,,H,1,,K,S,S,,,1,h,S
1,,,H,1,,K,S,S,,S,1,b,S
1,,,H,1,,K,S,S,S,,1,D,S
1,,,H,1,,K,S,S,S,,1,K,S
2,,,H,1,,K,S,S,S,,1,U,S
1,,,H,1,,L,,,,,1,B,
1,,,H,1,,L,,,,,1,G,
6,,,H,1,,L,,,,,1,H,
1,,,H,1,,L,,,,,1,H,S
1,,,H,1,,L,,,,,1,O,
1,,,H,1,,L,,,,,1,Q,
4,,,H,1,,L,,,,,1,S,
2,,,H,1,,L,,,,,1,S,S
1,,,H,1,,L,,,,,1,T,
3,,,H,1,,L,,,,,1,U,
1,,,H,1,,L,,,,,1,U,S
1,,,H,1,,L,,,,,1,X,
1,,,H,1,,L,,,,,1,Y,
1,,,H,1,,L,,,,,1,Z,
1,,,H,1,,L,,,,,1,b,
1,,,H,1,,L,,,,,1,e,
6,,,H,1,,L,,,,,1,h,
2,,,H,1,,L,,S,,,1,A,S
1,,,H,1,,L,,S,,,1,D,S
2,,,H,1,,L,,S,,,1,H,S
1,,,H,1,,L,,S,,,1,e,S
1,,,H,1,,L,,S,,,1,h,S
1,,,H,1,,L,,S,S,,1,O,S
1,,,H,1,,L,,S,S,,1,h,S
1,,,H,1,,L,,S,S,S,1,U,S
1,,,H,1,,L,S,,,,1,H,S
1,,,H,1,,L,S,,,,1,K,S
1,,,H,1,,L,S,,,,1,M,S
1,,,H,1,,L,S,,,,1,T,S
1,,,H,1,,L,S,,S,,1,Y,S
1,,,H,1,,L,S,,S,,1,d,S
1,,,H,1,,L,S,S,,,1,B,S
1,,,H,1,,L,S,S,,,1,D,S
1,,,H,1,,L,S,S,,,1,E,S
1,,,H,1,,L,S,S,,,1,H,S
1,,,H,1,,L,S,S,,,1,J,S
1,,,H,1,,L,S,S,,,1,L,S
1,,,H,1,,L,S,S,,,1,Q,S
1,,,H,1,,L,S,S,,,1,S,S
1,,,H,1,,L,S,S,,,1,Z,S
1,,,H,1,,L,S,S,,,1,e,S
1,,,H,1,,L,S,S,S,,1,A,S
1,,,H,1,,L,S,S,S,,1,B,S
1,,,H,1,,L,S,S,S,,1,M,S
2,,,H,1,,L,S,S,S,,1,U,S
1,,,H,1,,L,S,S,S,,1,b,S
1,,,H,1,,M,,,,,1,B,
1,,,H,1,,M,,,,,1,B,S
2,,,H,1,,M,,,,,1,H,
1,,,H,1,,M,,,,,1,N,
2,,,H,1,,M,,,,,1,S,
1,,,H,1,,M,,,,,1,T,
1,,,H,1,,M,,,,,1,U,
1,,,H,1,,M,,,,,1,V,
1,,,H,1,,M,,,,,1,Y,
2,,,H,1,,M,,,,,1,Z,
1,,,H,1,,M,,,,,1,Z,S
1,,,H,1,,M,,,,,1,b,
2,,,H,1,,M,,,,,1,h,
1,,,H,1,,M,,,S,,1,O,S
1,,,H,1,,M,,,S,,1,Q,S
1,,,H,1,,M,,,S,,1,V,S
1,,,H,1,,M,,S,,,1,A,S
1,,,H,1,,M,,S,,,1,E,S
1,,,H,1,,M,,S,,,1,N,S
1,,,H,1,,M,,S,,,1,O,S
1,,,H,1,,M,,S,,,1,T,S
1,,,H,1,,M,,S,,,1,V,S
1,,,H,1,,M,,S,S,,1,B,S
1,,,H,1,,M,,S,S,,1,H,S
1,,,H,1,,M,,S,S,,1,V,S
1,,,H,1,,M,,S,S,,1,Y,S
1,,,H,1,,M,S,,,,1,J,S
1,,,H,1,,M,S,,,,1,Q,S
2,,,H,1,,M,S,,,,1,S,S
1,,,H,1,,M,S,,,,1,T,S
2,,,H,1,,M,S,,,,1,U,S
1,,,H,1,,M,S,,,,1,d,S
1,,,H,1,,M,S,,,S,1,V,S
1,,,H,1,,M,S,,S,,1,S,S
1,,,H,1,,M,S,,S,,1,U,S
1,,,H,1,,M,S,,S,,1,Z,S
1,,,H,1,,M,S,S,,,1,E,S
3,,,H,1,,M,S,S,,,1,H,S
1,,,H,1,,M,S,S,,,1,I,S
1,,,H,1,,M,S,S,,,1,J,S
1,,,H,1,,M,S,S,,,1,L,S
1,,,H,1,,M,S,S,,,1,Q,S
2,,,H,1,,M,S,S,,,1,S,S
3,,,H,1,,M,S,S,,,1,U,S
2,,,H,1,,M,S,S,,,1,V,S
3,,,H,1,,M,S,S,,,1,Y,S
2,,,H,1,,M,S,S,,,1,h,S
1,,,H,1,,M,S,S,,S,1,e,S
1,,,H,1,,M,S,S,S,,1,L,S
1,,,H,1,,M,S,S,S,,1,N,S
1,,,H,1,,M,S,S,S,,1,Q,S
1,,,H,1,,M,S,S,S,,1,T,S
1,,,H,1,,M,S,S,S,,1,Y,S
1,,,H,1,,M,S,S,S,,1,h,S
1,,,H,1,,N,,,,,1,A,
1,,,H,1,,N,,,,,1,B,
1,,,H,1,,N,,,,,1,B,S
1,,,H,1,,N,,,,,1,G,
5,,,H,1,,N,,,,,1,H,
1,,,H,1,,N,,,,,1,H,S
2,,,H,1,,N,,,,,1,S,
3,,,H,1,,N,,,,,1,U,
1,,,H,1,,N,,,,,1,e,
5,,,H,1,,N,,,,,1,h,
1,,,H,1,,N,,,S,,1,H,S
1,,,H,1,,N,,,S,,1,V,S
1,,,H,1,,N,,,S,S,1,h,S
2,,,H,1,,N,,S,,,1,H,S
1,,,H,1,,N,,S,,,1,I,S
1,,,H,1,,N,,S,,,1,Z,S
1,,,H,1,,N,,S,,,1,e,S
1,,,H,1,,N,,S,S,,1,B,S
1,,,H,1,,N,,S,S,,1,H,S
1,,,H,1,,N,,S,S,S,1,B,S
2,,,H,1,,N,S,,,,1,B,S
1,,,H,1,,N,S,,,,1,J,S
3,,,H,1,,N,S,,,,1,U,S
1,,,H,1,,N,S,,,,1,V,S
1,,,H,1,,N,S,,S,,1,e,S
2,,,H,1,,N,S,S,,,1,B,S
1,,,H,1,,N,S,S,,,1,H,S
1,,,H,1,,N,S,S,,,1,J,S
2,,,H,1,,N,S,S,,,1,Q,S
1,,,H,1,,N,S,S,,,1,T,S
1,,,H,1,,N,S,S,,,1,U,S
2,,,H,1,,N,S,S,,,1,V,S
5,,,H,1,,N,S,S,,,1,Y,S
1,,,H,1,,N,S,S,,,1,e,S
3,,,H,1,,N,S,S,,,1,h,S
1,,,H,1,,N,S,S,,S,1,H,S
2,,,H,1,,N,S,S,S,,1,B,S
1,,,H,1,,N,S,S,S,,1,O,S
1,,,H,1,,N,S,S,S,,1,U,S
1,,,H,1,,O,,,,,1,A,
2,,,H,1,,O,,,,,1,B,
2,,,H,1,,O,,,,,1,H,
2,,,H,1,,O,,,,,1,U,
2,,,H,1,,O,,,,,1,V,
1,,,H,1,,O,,,,,1,V,S
2,,,H,1,,O,,,,,1,Y,
1,,,H,1,,O,,,,,1,a,
1,,,H,1,,O,,,,,1,d,
1,,,H,1,,O,,,,,1,e,S
6,,,H,1,,O,,,,,1,h,
1,,,H,1,,O,,,S,,1,K,S
1,,,H,1,,O,,,S,,1,V,S
1,,,H,1,,O,,,S,,1,c,S
1,,,H,1,,O,,S,,,1,B,S
1,,,H,1,,O,,S,,,1,S,S
3,,,H,1,,O,,S,,,1,U,S
2,,,H,1,,O,,S,,,1,Y,S
1,,,H,1,,O,,S,,,1,d,S
1,,,H,1,,O,,S,,,1,h,S
1,,,H,1,,O,,S,S,,1,B,S
1,,,H,1,,O,,S,S,,1,F,S
1,,,H,1,,O,,S,S,,1,e,S
1,,,H,1,,O,S,,,,1,D,S
1,,,H,1,,O,S,,,,1,H,S
1,,,H,1,,O,S,,,,1,S,S
2,,,H,1,,O,S,,,,1,U,S
2,,,H,1,,O,S,,,,1,V,S
1,,,H,1,,O,S,,,,1,Y,S
1,,,H,1,,O,S,,,,1,b,S
1,,,H,1,,O,S,,,,1,h,S
1,,,H,1,,O,S,,S,,1,S,S
1,,,H,1,,O,S,S,,,1,A,S
1,,,H,1,,O,S,S,,,1,B,S
2,,,H,1,,O,S,S,,,1,K,S
1,,,H,1,,O,S,S,,,1,O,S
1,,,H,1,,O,S,S,,,1,Q,S
2,,,H,1,,O,S,S,,,1,S,S
1,,,H,1,,O,S,S,,,1,T,S
1,,,H,1,,O,S,S,,,1,U,S
2,,,H,1,,O,S,S,,,1,Z,S
2,,,H,1,,O,S,S,,,1,h,S
1,,,H,1,,O,S,S,S,,1,B,S
1,,,H,1,,O,S,S,S,,1,E,S
1,,,H,1,,O,S,S,S,,1,H,S
1,,,H,1,,O,S,S,S,,1,U,S
1,,,H,1,,O,S,S,S,,1,b,S
1,,,H,1,,O,S,S,S,,1,e,S
1,,,H,1,,O,S,S,S,,1,f,S
1,,,H,1,,O,S,S,S,S,1,K,S
4,,,H,1,,P,,,,,1,H,
1,,,H,1,,P,,,,,1,H,S
1,,,H,1,,P,,,,,1,J,S
2,,,H,1,,P,,,,,1,U,
1,,,H,1,,P,,,,,1,V,
1,,,H,1,,P,,,,,1,V,S
1,,,H,1,,P,,,,,1,X,
2,,,H,1,,P,,,,,1,Y,
1,,,H,1,,P,,,,,1,Z,
2,,,H,1,,P,,,,,1,e,
3,,,H,1,,P,,,,,1,h,
1,,,H,1,,P,,S,,,1,B,S
1,,,H,1,,P,,S,,,1,J,S
1,,,H,1,,P,,S,,,1,M,S
2,,,H,1,,P,,S,,,1,S,S
1,,,H,1,,P,,S,,,1,T,S
1,,,H,1,,P,,S,,,1,U,S
2,,,H,1,,P,,S,,,1,V,S
1,,,H,1,,P,,S,,,1,e,S
1,,,H,1,,P,,S,S,,1,E,S
1,,,H,1,,P,,S,S,,1,G,S
1,,,H,1,,P,,S,S,,1,h,S
1,,,H,1,,P,S,,,,1,D,S
1,,,H,1,,P,S,,,,1,P,S
1,,,H,1,,P,S,,,,1,S,S
1,,,H,1,,P,S,,,,1,V,S
1,,,H,1,,P,S,,,S,1,S,S
1,,,H,1,,P,S,,S,,1,H,S
1,,,H,1,,P,S,,S,,1,S,S
1,,,H,1,,P,S,,S,,1,U,S
2,,,H,1,,P,S,S,,,1,H,S
1,,,H,1,,P,S,S,,,1,O,S
1,,,H,1,,P,S,S,,,1,U,S
1,,,H,1,,P,S,S,,,1,Y,S
1,,,H,1,,P,S,S,,,1,Z,S
1,,,H,1,,P,S,S,,,1,b,S
1,,,H,1,,P,S,S,,,1,c,S
2,,,H,1,,P,S,S,,,1,e,S
1,,,H,1,,P,S,S,,,1,h,S
1,,,H,1,,P,S,S,S,,1,K,S
1,,,H,1,,P,S,S,S,,1,M,S
2,,,H,1,,P,S,S,S,,1,V,S
1,,,H,1,,P,S,S,S,,1,Y,S
2,,,H,1,,P,S,S,S,,1,b,S
2,,,H,1,,Q,,,,,1,H,
1,,,H,1,,Q,,,,,1,J,
1,,,H,1,,Q,,,,,1,K,
1,,,H,1,,Q,,,,,1,L,S
1,,,H,1,,Q,,,,,1,N,
2,,,H,1,,Q,,,,,1,S,
1,,,H,1,,Q,,,,,1,T,S
1,,,H,1,,Q,,,,,1,U,
1,,,H,1,,Q,,,,,1,V,
1,,,H,1,,Q,,,,,1,X,
1,,,H,1,,Q,,,,,1,Y,
1,,,H,1,,Q,,,,,1,Z,
1,,,H,1,,Q,,,,,1,c,
2,,,H,1,,Q,,,,,1,e,
6,,,H,1,,Q,,,,,1,h,
1,,,H,1,,Q,,,,S,1,U,S
2,,,H,1,,Q,,S,,,1,B,S
1,,,H,1,,Q,,S,,,1,D,S
1,,,H,1,,Q,,S,,,1,G,S
1,,,H,1,,Q,,S,,,1,N,S
2,,,H,1,,Q,,S,,,1,S,S
1,,,H,1,,Q,,S,,,1,U,S
1,,,H,1,,Q,,S,,,1,V,S
1,,,H,1,,Q,,S,,,1,Z,S
1,,,H,1,,Q,,S,,,1,h,S
1,,,H,1,,Q,,S,S,,1,V,S
1,,,H,1,,Q,,S,S,,1,h,S
1,,,H,1,,Q,,S,S,S,1,X,S
1,,,H,1,,Q,D,D,,D,1,B,
1,,,H,1,,Q,S,,,,1,B,S
2,,,H,1,,Q,S,,,,1,I,S
1,,,H,1,,Q,S,,,,1,S,S
1,,,H,1,,Q,S,,,,1,d,S
1,,,H,1,,Q,S,S,,,1,A,S
2,,,H,1,,Q,S,S,,,1,B,S
1,,,H,1,,Q,S,S,,,1,E,S
1,,,H,1,,Q,S,S,,,1,H,S
1,,,H,1,,Q,S,S,,,1,I,S
1,,,H,1,,Q,S,S,,,1,L,S
1,,,H,1,,Q,S,S,,,1,O,S
1,,,H,1,,Q,S,S,,,1,P,S
1,,,H,1,,Q,S,S,,,1,Q,S
2,,,H,1,,Q,S,S,,,1,S,S
3,,,H,1,,Q,S,S,,,1,U,S
1,,,H,1,,Q,S,S,,,1,V,S
1,,,H,1,,Q,S,S,,,1,X,S
1,,,H,1,,Q,S,S,,,1,Y,S
1,,,H,1,,Q,S,S,,,1,Z,S
1,,,H,1,,Q,S,S,,,1,a,S
1,,,H,1,,Q,S,S,,,1,b,S
2,,,H,1,,Q,S,S,,,1,e,S
2,,,H,1,,Q,S,S,,,1,h,S
1,,,H,1,,Q,S,S,,S,1,e,S
1,,,H,1,,Q,S,S,S,,1,M,S
1,,,H,1,,Q,S,S,S,,1,V,S
1,,,H,1,,Q,S,S,S,,1,h,S
1,,,H,1,,R,,,,,1,A,
4,,,H,1,,R,,,,,1,H,
1,,,H,1,,R,,,,,1,J,
1,,,H,1,,R,,,,,1,K,
1,,,H,1,,R,,,,,1,O,S
2,,,H,1,,R,,,,,1,S,
1,,,H,1,,R,,,,,1,T,S
3,,,H,1,,R,,,,,1,U,
1,,,H,1,,R,,,,,1,U,S
1,,,H,1,,R,,,,,1,V,
4,,,H,1,,R,,,,,1,Y,
1,,,H,1,,R,,,,,1,Y,S
1,,,H,1,,R,,,,,1,a,
3,,,H,1,,R,,,,,1,h,
1,,,H,1,,R,,,,,1,h,S
1,,,H,1,,R,,,,S,1,V,S
1,,,H,1,,R,,,S,,1,H,S
1,,,H,1,,R,,,S,,1,R,S
1,,,H,1,,R,,,S,,1,S,S
1,,,H,1,,R,,,S,,1,V,S
1,,,H,1,,R,,,S,,1,e,S
1,,,H,1,,R,,S,,,1,C,S
2,,,H,1,,R,,S,,,1,T,S
1,,,H,1,,R,,S,,,1,U,S
1,,,H,1,,R,,S,,,1,V,S
1,,,H,1,,R,,S,,,1,Y,S
1,,,H,1,,R,,S,,,1,e,S
1,,,H,1,,R,,S,,,1,h,S
1,,,H,1,,R,,S,,S,1,B,S
1,,,H,1,,R,,S,S,,1,B,S
1,,,H,1,,R,,S,S,,1,H,S
1,,,H,1,,R,,S,S,,1,S,S
2,,,H,1,,R,S,,,,1,H,S
1,,,H,1,,R,S,,,,1,U,S
1,,,H,1,,R,S,,,,1,V,S
1,,,H,1,,R,S,,,,1,c,S
3,,,H,1,,R,S,,,,1,h,S
1,,,H,1,,R,S,S,,,1,A,S
1,,,H,1,,R,S,S,,,1,B,S
1,,,H,1,,R,S,S,,,1,C,S
1,,,H,1,,R,S,S,,,1,D,S
1,,,H,1,,R,S,S,,,1,E,S
1,,,H,1,,R,S,S,,,1,H,S
1,,,H,1,,R,S,S,,,1,J,S
1,,,H,1,,R,S,S,,,1,L,S
2,,,H,1,,R,S,S,,,1,N,S
2,,,H,1,,R,S,S,,,1,Q,S
2,,,H,1,,R,S,S,,,1,U,S
4,,,H,1,,R,S,S,,,1,V,S
2,,,H,1,,R,S,S,,,1,X,S
1,,,H,1,,R,S,S,,,1,Z,S
1,,,H,1,,R,S,S,,,1,b,S
2,,,H,1,,R,S,S,,,1,e,S
1,,,H,1,,R,S,S,,,1,h,S
1,,,H,1,,R,S,S,S,,1,O,S
1,,,H,1,,R,S,S,S,,1,R,S
1,,,H,1,,R,S,S,S,,1,S,S
2,,,H,1,,R,S,S,S,,1,U,S
1,,,H,1,,R,S,S,S,,1,V,S
1,,,H,1,,R,S,S,S,,1,X,S
1,,,H,1,,R,S,S,S,,1,f,S
1,,,H,1,,R,S,S,S,,1,h,S
2,,,H,1,,S,,,,,1,A,
1,,,H,1,,S,,,,,1,B,
2,,,H,1,,S,,,,,1,E,
1,,,H,1,,S,,,,,1,G,
3,,,H,1,,S,,,,,1,H,
1,,,H,1,,S,,,,,1,H,S
1,,,H,1,,S,,,,,1,I,
1,,,H,1,,S,,,,,1,M,S
1,,,H,1,,S,,,,,1,Q,
1,,,H,1,,S,,,,,1,S,
1,,,H,1,,S,,,,,1,T,
3,,,H,1,,S,,,,,1,U,
2,,,H,1,,S,,,,,1,V,
1,,,H,1,,S,,,,,1,V,S
1,,,H,1,,S,,,,,1,X,
3,,,H,1,,S,,,,,1,Y,
1,,,H,1,,S,,,,,1,b,
1,,,H,1,,S,,,,,1,d,S
1,,,H,1,,S,,,,,1,e,
2,,,H,1,,S,,,,,1,e,S
5,,,H,1,,S,,,,,1,h,
1,,,H,1,,S,,,,,1,h,S
1,,,H,1,,S,,,,S,1,U,S
1,,,H,1,,S,,,,S,1,e,S
1,,,H,1,,S,,S,,,1,J,S
1,,,H,1,,S,,S,,,1,L,S
1,,,H,1,,S,,S,,,1,N,S
1,,,H,1,,S,,S,,,1,O,S
1,,,H,1,,S,,S,,,1,S,S
1,,,H,1,,S,,S,,,1,V,S
1,,,H,1,,S,,S,,,1,X,S
1,,,H,1,,S,,S,,,1,b,S
1,,,H,1,,S,,S,,,1,e,S
2,,,H,1,,S,,S,,,1,h,S
1,,,H,1,,S,,S,,S,1,B,S
1,,,H,1,,S,,S,,S,1,V,S
1,,,H,1,,S,,S,S,,1,U,S
1,,,H,1,,S,,S,S,,1,V,S
